model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
tiny_r34,success,99.87000226974487,52.02000141143799,66.28000140190125,66.32000207901001,0.6300000008195639,41.1300003528595,0.008063764734144599,1724,160.09818537987303
