step,loss,Lattack,Lpres,Llogit,Lweight,Ltri,mean_abs_u,frac_over_tau,optimized_positions,opt_calib_batch
1,-65.4919204711914,-65.58464813232422,0.09253592789173126,0.03720487654209137,553.310546875,0.019085824489593506,0.050500791519880295,0.0,57123,1
2,-2883.79443359375,-2885.33740234375,0.09358881413936615,0.03825714439153671,553.3167114257812,144.94497680664062,0.09675824642181396,0.0,57123,1
3,-5522.09716796875,-5527.4462890625,0.09380339086055756,0.03847005218267441,553.3334350585938,525.5530395507812,0.14473041892051697,0.0,57123,1
4,-8256.0986328125,-8267.677734375,0.09479904174804688,0.039462845772504807,553.3619995117188,1148.388916015625,0.1935606300830841,0.0,57123,1
5,-11037.029296875,-11056.96875,0.09489566087722778,0.03955540806055069,553.4025268554688,1984.451171875,0.24289418756961823,0.0,57123,1
6,-13845.087890625,-13875.03515625,0.09253421425819397,0.03718866407871246,553.4555053710938,2985.494873046875,0.29255297780036926,0.0,57123,1
7,-16670.712890625,-16711.6875,0.09116649627685547,0.03581440821290016,553.5209350585938,4088.362060546875,0.3424355387687683,0.0,57123,1
8,-19508.853515625,-19561.130859375,0.0915834978222847,0.03622361645102501,553.5988159179688,5218.650390625,0.39247927069664,0.0,57123,1
9,-22356.744140625,-22419.783203125,0.09260789304971695,0.037238962948322296,553.6893310546875,6294.6533203125,0.4426432251930237,0.0,57123,1
10,-25212.8984375,-25285.30859375,0.09237907826900482,0.03699983283877373,553.7924194335938,7231.82861328125,0.4928997755050659,0.3543756306171417,57123,1
11,-28076.548828125,-28156.119140625,0.0920625776052475,0.036671776324510574,553.9080810546875,7947.884765625,0.5432296395301819,1.0,57123,1
12,-30947.33984375,-31031.123046875,0.09808583557605743,0.04268219321966171,554.0364379882812,8368.51953125,0.5936194062232971,1.0,57123,1
13,-33825.11328125,-33909.546875,0.09535743296146393,0.03993969038128853,554.1774291992188,8433.8291015625,0.6440595388412476,1.0,57123,1
14,-36709.6953125,-36790.84765625,0.09705223888158798,0.04161912202835083,554.3311767578125,8105.41943359375,0.6945427656173706,1.0,57123,1
15,-39600.78125,-39674.6171875,0.09198478609323502,0.03653503954410553,554.4974975585938,7374.2265625,0.7450637817382812,1.0,57123,1
16,-42497.75390625,-42560.5390625,0.09546972811222076,0.04000208154320717,554.676513671875,6269.06982421875,0.7956178188323975,1.0,57123,1
17,-45399.59375,-45448.34765625,0.0948922410607338,0.03940541297197342,554.8682861328125,4865.95068359375,0.8462000489234924,1.0,57123,1
18,-48304.69921875,-48337.7734375,0.09430481493473053,0.038797542452812195,555.07275390625,3298.08154296875,0.896804928779602,1.0,57123,1
19,-51210.7265625,-51228.484375,0.09130868315696716,0.0357796847820282,555.2899780273438,1766.615478515625,0.9474253058433533,1.0,57123,1
20,-54114.46875,-54120.0859375,0.09611454606056213,0.040562570095062256,555.519775390625,551.9735107421875,0.9948233366012573,1.0,57123,1
21,-56827.30859375,-56827.61328125,0.09478941559791565,0.03921477496623993,555.7464599609375,20.930137634277344,1.0,1.0,57123,1
22,-57123.2265625,-57123.3203125,0.09444592893123627,0.038868729025125504,555.77197265625,0.0,1.0,1.0,57123,1
23,-57123.23046875,-57123.3203125,0.09047695249319077,0.0348997563123703,555.77197265625,0.0,1.0,1.0,57123,1
24,-57123.2265625,-57123.3203125,0.09354525059461594,0.03796805441379547,555.77197265625,0.0,1.0,1.0,57123,1
25,-57123.2265625,-57123.3203125,0.09364654123783112,0.03806934878230095,555.77197265625,0.0,1.0,1.0,57123,1
26,-57123.2265625,-57123.3203125,0.09484370052814484,0.03926650062203407,555.77197265625,0.0,1.0,1.0,57123,1
27,-57123.2265625,-57123.3203125,0.09375867247581482,0.03818148002028465,555.77197265625,0.0,1.0,1.0,57123,1
28,-57123.2265625,-57123.3203125,0.09297271817922592,0.03739552199840546,555.77197265625,0.0,1.0,1.0,57123,1
29,-57123.2265625,-57123.3203125,0.0955173522233963,0.039940159767866135,555.77197265625,0.0,1.0,1.0,57123,1
30,-57123.2265625,-57123.3203125,0.09424712508916855,0.038669928908348083,555.77197265625,0.0,1.0,1.0,57123,1
