model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
tiny_r34,success,99.87000226974487,51.5500009059906,66.28000140190125,66.35000109672546,0.6300000008195639,41.510000824928284,1.8709430937690487e-05,4,160.3248397449497
