model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
tiny_r34,success,99.87000226974487,99.87000226974487,66.28000140190125,66.28999710083008,0.6300000008195639,0.6300000008195639,0.007769091196875974,1661,106.91051072790287
