attack,model,variant,clean_acc,asr,robust_acc,selected_delta,k_actual_percent,effective_max,balanced_union_positions,optimized_candidates,lambda_a,lambda_p,lambda_w,tau,source
cnn_compiler,ResNet34-TinyImageNet,No Defense,66.28000140190125,99.87000226974487,0.6300000008195639,0,0.0,4140,1724,1661,1.0,1.0,0.0001,0.5,outputs/cnn_compiler_def_paper_full_seed2026_balanced_union_auto/tiny_r34/defense_result.json
cnn_compiler,ResNet34-TinyImageNet,Pure QDQ-only,66.32000207901001,51.889997720718384,41.24000072479248,0,0.0,4140,1724,1661,0.0,1.0,0.0001,999.0,outputs/cnn_compiler_ablation_tiny_r34_seed2026/compiler/pure_qdq_only/tiny_r34/defense_result.json
cnn_compiler,ResNet34-TinyImageNet,w/o Attack Rel.,66.35000109672546,51.5500009059906,41.510000824928284,4,1.8709430937690487e-05,4140,1724,1661,0.0,1.0,0.0001,0.5,outputs/cnn_compiler_ablation_tiny_r34_seed2026/compiler/wo_attack_rel/tiny_r34/defense_result.json
cnn_compiler,ResNet34-TinyImageNet,w/o Utility Sens.,66.25000238418579,2.710000053048134,66.03999733924866,1661,0.007769091196875974,4140,1724,1661,1.0,0.0,0.0,0.5,outputs/cnn_compiler_ablation_tiny_r34_seed2026/compiler/wo_utility_sens/tiny_r34/defense_result.json
cnn_compiler,ResNet34-TinyImageNet,Full Ours,66.25000238418579,2.710000053048134,66.03999733924866,1661,0.007769091196875974,4140,1724,1661,1.0,1.0,0.0001,0.5,outputs/cnn_compiler_def_paper_full_seed2026_balanced_union_auto/tiny_r34/defense_result.json
