model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
tiny_r34,success,99.87000226974487,51.889997720718384,66.28000140190125,66.32000207901001,0.6300000008195639,41.24000072479248,0.0,0,161.14768962806556
