tensor_name,layer_name,real_param_count,selected_by_comp,selected_by_stego,union_candidate,optimized_positions,changed_params,changed_scope_percent,pai
m_1.conv.weight,m_1.conv,1728,194,40,1,234,234,13.541666666666666,0.23656821250915527
