model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
c100_v19,success,99.98999834060669,1.0700000450015068,71.74000144004822,71.78000211715698,1.0099999606609344,70.74000239372253,0.0016718066259855874,247,36.95679878687952
