model_key,model_name,before_clean_accuracy,after_clean_accuracy,before_extract_exact_match,after_extract_exact_match,before_bit_errors,after_bit_errors,before_extract_reason,after_extract_reason,inspect_selected,inspect_k_actual,target_param_for_eval,defended_path
tiny_r34,Tiny-R34 / ResNet34-TinyImageNet,67.14,67.14,True,False,0,,success,invalid_n,288,0.0013481651472346137,layer4.1.conv1.weight,/home/songyq/test_ssj/outputs/cnn_stego_def_paper_full_seed2026_learned_u_sparse/tiny_r34/defended_cnn_stego.pth
