acc_shift_abs_probe,budget_mode,candidate_positions,changed_params,learned_sstego_score,pai,param_name,rank,tau
0.0,learned_u,756,96,100000000.0,0.0,layer2.2.conv1.weight,0,0.5
0.0,learned_u,756,96,100000000.0,0.0,layer2.2.conv2.weight,1,0.5
0.0,learned_u,1024,96,100000000.0,7.636742627159521e-11,layer4.1.conv1.weight,2,0.5
