step,num_values,mean_abs_u,max_abs_u,min_u,max_u,frac_over_tau,loss_final,loss_attack,loss_pres,loss_tri
0,247,0.0004829972476138416,0.0009920484153553843,-0.0009920484153553843,0.0009860366117209196,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
1,247,0.04979399961196942,0.050922323018312454,-0.050922323018312454,0.05091237276792526,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
2,247,0.035480181290673825,0.09969653934240341,-0.09969653934240341,0.09839576482772827,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
3,247,0.03540844976109488,0.14718040823936462,-0.14718040823936462,0.13106927275657654,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
4,247,0.039121694036859354,0.17686381936073303,-0.17686381936073303,0.155498206615448,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
5,247,0.03526387998277156,0.18231666088104248,-0.18231666088104248,0.1703270673751831,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
6,247,0.02717580543085279,0.18444772064685822,-0.18444772064685822,0.17802731692790985,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
7,247,0.020947958701874624,0.18131020665168762,-0.1752924919128418,0.18131020665168762,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
8,247,0.029120932761716435,0.18047168850898743,-0.15864941477775574,0.18047168850898743,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
9,247,0.03477710203987806,0.1793239861726761,-0.13659869134426117,0.1793239861726761,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
10,247,0.03447768700837916,0.1764354556798935,-0.11232084780931473,0.1764354556798935,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
11,247,0.0290525998259887,0.17125265300273895,-0.09005606919527054,0.17125265300273895,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
12,247,0.020791540943524,0.16355307400226593,-0.0739356055855751,0.16355307400226593,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
13,247,0.018516076341161113,0.15440796315670013,-0.06569930911064148,0.15440796315670013,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
14,247,0.021573925935387563,0.1456674188375473,-0.06449437886476517,0.1456674188375473,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
15,247,0.023568318833206755,0.14010755717754364,-0.06941413879394531,0.14010755717754364,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
16,247,0.02376352893795711,0.1381715089082718,-0.0812450647354126,0.1381715089082718,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
17,247,0.02213756127581321,0.13906162977218628,-0.09077100455760956,0.13906162977218628,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
18,247,0.01995004175467933,0.14042992889881134,-0.10547211766242981,0.14042992889881134,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
19,247,0.022659879206559104,0.14156988263130188,-0.11478576064109802,0.14156988263130188,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
20,247,0.025634126447382485,0.14218933880329132,-0.11756347864866257,0.14218933880329132,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
21,247,0.026184880055453223,0.14201931655406952,-0.11384499073028564,0.14201931655406952,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
22,247,0.024573050488916014,0.14088699221611023,-0.11669369786977768,0.14088699221611023,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
23,247,0.021616701473131293,0.13848963379859924,-0.11993703991174698,0.13848963379859924,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
24,247,0.018352472584083148,0.1347726583480835,-0.12024639546871185,0.1347726583480835,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
25,247,0.020461403753472725,0.130807563662529,-0.11730452626943588,0.130807563662529,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
26,247,0.022147110436415218,0.12779569625854492,-0.11512074619531631,0.12779569625854492,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
27,247,0.022157402750602375,0.12692473828792572,-0.11266616731882095,0.12692473828792572,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
28,247,0.02052939584611176,0.12866969406604767,-0.1088106706738472,0.12866969406604767,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
29,247,0.018291832813319114,0.13245011866092682,-0.10443834960460663,0.13245011866092682,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
30,247,0.017328228419604203,0.13646243512630463,-0.1014314591884613,0.13646243512630463,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
31,247,0.019404257620887,0.1396946907043457,-0.10090012848377228,0.1396946907043457,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
32,247,0.020728915541429027,0.14176414906978607,-0.10252072662115097,0.14176414906978607,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
33,247,0.02082977021680504,0.14314879477024078,-0.10513613373041153,0.14314879477024078,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
34,247,0.019781312848222612,0.14435704052448273,-0.10743928700685501,0.14435704052448273,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
35,247,0.017959472420366163,0.1458132416009903,-0.10847573727369308,0.1458132416009903,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
36,247,0.018229857512970307,0.14709100127220154,-0.10841373354196548,0.14709100127220154,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
37,247,0.019262665826148592,0.14796452224254608,-0.1074962392449379,0.14796452224254608,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
38,247,0.019453513645195836,0.14819595217704773,-0.10619848966598511,0.14819595217704773,0.0,0.02347002550959587,0.0,0.021098583936691284,0.2371440976858139
