acc_shift_abs_probe,adaptive_sstego_score,budget_mode,delta_minus,delta_plus,edited_positions,header_bits,pai,param_name,rank,sstego_score,writable_positions
0.0,,fixed,1407,1473,2880,16,0.0,layer2.2.conv1.weight,0,1000000000000.0,142848
