layer,global_name,scope_params,comp_positions,stego_positions,union_positions,selected_by_comp,selected_by_stego,raw_stego_layer,norm_stego_layer
17,model.layers.17.self_attn.q_proj.weight,16777216,0,1484,1484,0,1,11765.556933405787,1.0
34,model.layers.34.self_attn.q_proj.weight,16777216,7560,0,7560,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.self_attn.k_proj.weight,4194304,921,0,921,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.self_attn.v_proj.weight,4194304,1024,0,1024,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.self_attn.o_proj.weight,16777216,7675,0,7675,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.mlp.gate_proj.weight,50331648,11697,0,11697,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.mlp.up_proj.weight,50331648,11867,0,11867,1,0,283.1008239524946,0.008317160323452604
34,model.layers.34.mlp.down_proj.weight,50331648,11571,0,11571,1,0,283.1008239524946,0.008317160323452604
