attack,model,variant,candidate_layers,comp_selected_layers,stego_selected_layers,before_asr,after_asr,before_ber,after_ber,before_match,after_match,before_acc,after_acc,before_ppl,after_ppl,changed_params,k_model_percent,lambda_a,lambda_p,lambda_w,ablation_mode,disable_quant_safety,source
llm_stego,Llama-3.1-8B,Full Ours,"[11, 31]",[31],[11],100.0,0.0,0.0,50.0,100.0,0.0,49.0,51.5,7.5212864417193455,7.572558957814309,59331,0.000738867209019316,1.0,1.0,0.0001,,,/home/songyq/test_myx/outputs/llama31_def_mmlu_debug_seed2026/defense_result.json
llm_stego,Llama-3.1-8B,Random-SameK,"[11, 31]",[31],[11],100.0,0.0,0.0,50.0,100.0,0.0,49.0,50.5,7.5212864417193455,7.569367285605159,59331,0.000738867209019316,1.0,1.0,0.0001,random_same_k,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/random_same_k/defense_result.json
llm_stego,Llama-3.1-8B,Expanded Random-LargeK,"[11, 12, 25, 26, 28, 29, 30, 31]","[31, 25, 30, 29]","[11, 28, 26, 12]",100.0,0.0,0.0,50.0,100.0,0.0,49.0,51.5,7.5212864417193455,7.5291256342673,236873,0.0029498523942295333,1.0,1.0,0.0001,random_large_k,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/random_large_k/defense_result.json
llm_stego,Llama-3.1-8B,w/o Attack Rel.,"[11, 31]",[31],[11],100.0,100.0,0.0,0.0,100.0,100.0,49.0,50.5,7.5212864417193455,7.571582849115943,0,0.0,0.0,1.0,0.0001,,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/wo_attack_rel/defense_result.json
llm_stego,Llama-3.1-8B,w/o Utility Sens.,"[11, 31]",[31],[11],100.0,0.0,0.0,50.0,100.0,0.0,49.0,51.5,7.5212864417193455,7.572558957814309,59331,0.000738867209019316,1.0,0.0,0.0,,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/wo_utility_sens/defense_result.json
llm_stego,Llama-3.1-8B,w/o Quant-Safety,"[11, 31]",[31],[11],100.0,0.0,0.0,50.0,100.0,0.0,49.0,49.5,7.5212864417193455,7.571345436295834,63042,0.0007850814345113974,1.0,1.0,0.0001,none,True,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/wo_quant_safety/defense_result.json
llm_stego,Llama-3.1-8B,Scomp-only extra,[31],[31],[],100.0,100.0,0.0,0.0,100.0,100.0,49.0,50.5,7.5212864417193455,7.568760756282216,57727,0.0007188921032016661,1.0,1.0,0.0001,,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/scomp_only/defense_result.json
llm_stego,Llama-3.1-8B,Sstego-only extra,[11],[],[11],100.0,0.0,0.0,50.0,100.0,0.0,49.0,49.0,7.5212864417193455,7.521365055275166,1604,1.9975105817649843e-05,1.0,1.0,0.0001,,,/home/songyq/test_ssj/llm_ablation/outputs/llama31_mmlu_debug_ablation_seed2026/sstego_only/defense_result.json
