model,status,asr_before,asr_after,acc_before,acc_after,robust_before,robust_after,k_star_model_percent,changed_params,total_time_sec
tiny_r34,success,99.87000226974487,50.98000168800354,66.28000140190125,66.28999710083008,0.6300000008195639,41.89999997615814,9.354715468845243e-06,2,150.89055712893605
