step,num_values,mean_abs_u,max_abs_u,min_u,max_u,frac_over_tau,loss_final,loss_attack,loss_pres,loss_tri
0,1661,0.0005089169204062152,0.0009989611571654677,-0.0009973426349461079,0.0009989611571654677,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
1,1661,0.04936350112576834,0.0509391613304615,-0.05090809985995293,0.0509391613304615,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
2,1661,0.015741633901300782,0.10042480379343033,-0.10042480379343033,0.07856626063585281,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
3,1661,0.025346935053943344,0.14630913734436035,-0.14630913734436035,0.10692866146564484,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
4,1661,0.039403768213272926,0.18833231925964355,-0.18833231925964355,0.14201265573501587,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
5,1661,0.03510876038296917,0.2252156287431717,-0.2252156287431717,0.1807047426700592,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
6,1661,0.0213155341435567,0.25711071491241455,-0.25711071491241455,0.21840842068195343,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
7,1661,0.00805977621210152,0.2834683954715729,-0.2834683954715729,0.24959591031074524,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
8,1661,0.022855172778184267,0.304595410823822,-0.304595410823822,0.2710999548435211,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
9,1661,0.0303716261734909,0.3207992613315582,-0.3207992613315582,0.2845650017261505,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
10,1661,0.029636835535767576,0.3323984444141388,-0.3323984444141388,0.29380562901496887,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
11,1661,0.022410932286322332,0.3397462069988251,-0.3397462069988251,0.30258482694625854,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
12,1661,0.011503767107454741,0.34331342577934265,-0.34331342577934265,0.31314995884895325,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
13,1661,0.011486184312843898,0.3478890061378479,-0.3478890061378479,0.32556837797164917,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
14,1661,0.019715069218315895,0.3545297682285309,-0.3545297682285309,0.33828768134117126,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
15,1661,0.02322573858680661,0.3609599471092224,-0.3609599471092224,0.34924790263175964,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
16,1661,0.021510014437617873,0.3690548241138458,-0.3690548241138458,0.3569623529911041,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
17,1661,0.01567708652132814,0.3791567087173462,-0.3791567087173462,0.36139315366744995,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
18,1661,0.007893327370815892,0.3902730941772461,-0.3902730941772461,0.3637806177139282,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
19,1661,0.010450131161315596,0.400730162858963,-0.400730162858963,0.36602169275283813,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
20,1661,0.01597750749570713,0.4090285301208496,-0.4090285301208496,0.3698064386844635,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
21,1661,0.017951994538856368,0.4146517515182495,-0.4146517515182495,0.3757670819759369,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
22,1661,0.016193142682784906,0.4183024764060974,-0.4183024764060974,0.3833218514919281,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
23,1661,0.011510525872063691,0.421426922082901,-0.421426922082901,0.3911017179489136,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
24,1661,0.005584008656720484,0.4254862666130066,-0.4254862666130066,0.3977084457874298,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
25,1661,0.009439095659926944,0.43124186992645264,-0.43124186992645264,0.4024072587490082,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
26,1661,0.013157354067528874,0.4384317696094513,-0.4384317696094513,0.40548738837242126,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
27,1661,0.014097639473040477,0.44607704877853394,-0.44607704877853394,0.40798044204711914,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
28,1661,0.01223806560425203,0.4530407190322876,-0.4530407190322876,0.4111030399799347,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
29,1661,0.008421544038836689,0.45870441198349,-0.45870441198349,0.41553011536598206,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
30,1661,0.005568878587225698,0.463217556476593,-0.463217556476593,0.42118000984191895,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
31,1661,0.009676164892378915,0.46743887662887573,-0.46743887662887573,0.4272359311580658,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
32,1661,0.011933076581040208,0.47238796949386597,-0.47238796949386597,0.43269914388656616,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
33,1661,0.011781256431031837,0.47872716188430786,-0.47872716188430786,0.43694785237312317,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
34,1661,0.009476012719341046,0.4864432215690613,-0.4864432215690613,0.440080851316452,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
35,1661,0.005993080386625561,0.49492865800857544,-0.49492865800857544,0.44282710552215576,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
36,1661,0.006905521180094957,0.5033955574035645,-0.5033955574035645,0.4461362361907959,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
37,1661,0.009419990301814049,0.5114200711250305,-0.5114200711250305,0.4506112039089203,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
38,1661,0.010177785327754894,0.5191335082054138,-0.5191335082054138,0.45621776580810547,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
39,1661,0.009098577583901583,0.5270915031433105,-0.5270915031433105,0.4624052345752716,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
40,1661,0.006730777753094947,0.5359378457069397,-0.5359378457069397,0.4685317277908325,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
41,1661,0.005500429593370693,0.546006441116333,-0.546006441116333,0.4742147922515869,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
42,1661,0.007780499797968182,0.5571521520614624,-0.5571521520614624,0.4796248972415924,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
43,1661,0.00878386620206091,0.5688861608505249,-0.5688861608505249,0.4852982461452484,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
44,1661,0.008269781070336091,0.5807449221611023,-0.5807449221611023,0.49181511998176575,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
45,1661,0.0065307529286277154,0.5925278663635254,-0.5925278663635254,0.4993915855884552,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
46,1661,0.004689775044731692,0.6043598055839539,-0.6043598055839539,0.5078194737434387,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
47,1661,0.006569978850141988,0.6165870428085327,-0.6165870428085327,0.5165945291519165,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
48,1661,0.00764252089953726,0.629431962966919,-0.629431962966919,0.5253010988235474,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
49,1661,0.007478661442813797,0.6428868770599365,-0.6428868770599365,0.5338150858879089,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
50,1661,0.006284599151003198,0.656720757484436,-0.656720757484436,0.5423572659492493,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
51,1661,0.004811534132889596,0.6706024408340454,-0.6706024408340454,0.5513232946395874,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
52,1661,0.006146231088914176,0.6843171119689941,-0.6843171119689941,0.5609613656997681,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
53,1661,0.0070102119103244665,0.6978455781936646,-0.6978455781936646,0.5712431073188782,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
54,1661,0.006865664958452171,0.7112970352172852,-0.7112970352172852,0.5818827152252197,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
55,1661,0.005855917127202169,0.7247645854949951,-0.7247645854949951,0.5925906896591187,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
56,1661,0.004644077034349304,0.738218367099762,-0.738218367099762,0.6032872200012207,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
57,1661,0.005702750290483705,0.7515042424201965,-0.7515042424201965,0.6141254901885986,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
58,1661,0.00634723601510028,0.7644374966621399,-0.7644374966621399,0.6253517866134644,0.0,0.06135645508766174,0.0,0.0533921904861927,0.7964262962341309
